name	ttype	x	y	clr_red	clr_green	clr_blue
Nik-Zainal560:PD18020a	BRCA_TNBC	4.249803e+00	7.440476e-01	255	77	179
Nik-Zainal560:PD18022a	BRCA_TNBC	3.205286e+00	0	255	77	179
Nik-Zainal560:PD18024a	BRCA_TNBC	4.045566e+00	3.780718e-01	255	77	179
Nik-Zainal560:PD18031a	BRCA_TNBC	3.442689e+00	2.481390e-01	255	77	179
Nik-Zainal560:PD18037a	BRCA_TNBC	3.776240e+00	8.149959e-02	255	77	179
Nik-Zainal560:PD18045a	BRCA_nonTNBC	4.289377e+00	2.493766e-01	255	179	179
Nik-Zainal560:PD18046a	BRCA_nonTNBC	3.462894e+00	0	255	179	179
Nik-Zainal560:PD18047a	BRCA_nonTNBC	3.370456e+00	2.118644e-01	255	179	179
Nik-Zainal560:PD18048a	BRCA_nonTNBC	3.680213e+00	4.672897e-01	255	179	179
Nik-Zainal560:PD18049a	BRCA_nonTNBC	3.530746e+00	6.036217e-01	255	179	179
Nik-Zainal560:PD18050a	BRCA_nonTNBC	3.552457e+00	1.414427e-01	255	179	179
Nik-Zainal560:PD18100a	BRCA_nonTNBC	3.185734e+00	0	255	179	179
Nik-Zainal560:PD18101a	BRCA_nonTNBC	2.937378e+00	0	255	179	179
Nik-Zainal560:PD18116a	BRCA_nonTNBC	3.189212e+00	3.472222e-01	255	179	179
Nik-Zainal560:PD18149a	BRCA_nonTNBC	3.410432e+00	2.717391e-01	255	179	179
Nik-Zainal560:PD18188a	BRCA_nonTNBC	3.349979e+00	0	255	179	179
Nik-Zainal560:PD18189a	BRCA_nonTNBC	3.630910e+00	6.302521e-01	255	179	179
Nik-Zainal560:PD18247a	BRCA_nonTNBC	3.960891e+00	5.714286e-01	255	179	179
Nik-Zainal560:PD18251a	BRCA_nonTNBC	3.542703e+00	4.901961e-01	255	179	179
Nik-Zainal560:PD18257a	BRCA_nonTNBC	3.473501e+00	1.084011e+00	255	179	179
Nik-Zainal560:PD18258a	BRCA_nonTNBC	3.058561e+00	3.676471e-01	255	179	179
Nik-Zainal560:PD18259a	BRCA_nonTNBC	3.822237e+00	0	255	179	179
Nik-Zainal560:PD18264a	BRCA_nonTNBC	3.824945e+00	2.392344e-01	255	179	179
Nik-Zainal560:PD18269a	BRCA_nonTNBC	3.142914e+00	0	255	179	179
Nik-Zainal560:PD18728a	BRCA_nonTNBC	3.248340e+00	0	255	179	179
Nik-Zainal560:PD18730a	BRCA_nonTNBC	3.279648e+00	0	255	179	179
Nik-Zainal560:PD18733a	BRCA_nonTNBC	3.480186e+00	0	255	179	179
Nik-Zainal560:PD18734a	BRCA_nonTNBC	3.583226e+00	1.733102e-01	255	179	179
Nik-Zainal560:PD18748a	BRCA_nonTNBC	3.471385e+00	2.044990e-01	255	179	179
Nik-Zainal560:PD18749a	BRCA_nonTNBC	3.668688e+00	3.030303e-01	255	179	179
Nik-Zainal560:PD18751a	BRCA_nonTNBC	3.281018e+00	0	255	179	179
Nik-Zainal560:PD18754a	BRCA_nonTNBC	3.414184e+00	0	255	179	179
Nik-Zainal560:PD18756a	BRCA_nonTNBC	3.214082e+00	5.181347e-01	255	179	179
Nik-Zainal560:PD18768a	BRCA_nonTNBC	3.407944e+00	2.475248e-01	255	179	179
Nik-Zainal560:PD18769a	BRCA_nonTNBC	3.474899e+00	3.984064e-01	255	179	179
Nik-Zainal560:PD18771a	BRCA_nonTNBC	3.250161e+00	0	255	179	179
Nik-Zainal560:PD18775a	BRCA_nonTNBC	3.124648e+00	6.644518e-01	255	179	179
Nik-Zainal560:PD18776a	BRCA_nonTNBC	3.212464e+00	2.923977e-01	255	179	179
Nik-Zainal560:PD22036a	BRCA_TNBC	3.020783e+00	0	255	77	179
Nik-Zainal560:PD22251a	BRCA_nonTNBC	3.178184e+00	2.994012e-01	255	179	179
Nik-Zainal560:PD22355a	BRCA_TNBC	3.989604e+00	1.398601e-01	255	77	179
Nik-Zainal560:PD22357a	BRCA_nonTNBC	3.887723e+00	7.604563e-01	255	179	179
Nik-Zainal560:PD22358a	BRCA_TNBC	3.789611e+00	0	255	77	179
Nik-Zainal560:PD22359a	BRCA_nonTNBC	3.259910e+00	3.134796e-01	255	179	179
Nik-Zainal560:PD22360a	BRCA_TNBC	3.930045e+00	2.688172e-01	255	77	179
Nik-Zainal560:PD22361a	BRCA_nonTNBC	3.770965e+00	2.028398e-01	255	179	179
Nik-Zainal560:PD22362a	BRCA_nonTNBC	3.290448e+00	0	255	179	179
Nik-Zainal560:PD22363a	BRCA_nonTNBC	3.949760e+00	2.232143e-01	255	179	179
Nik-Zainal560:PD22364a	BRCA_nonTNBC	3.381001e+00	2.237136e-01	255	179	179
Nik-Zainal560:PD22365a	BRCA_nonTNBC	3.280701e+00	0	255	179	179
Nik-Zainal560:PD22366a	BRCA_nonTNBC	3.991745e+00	2.202643e-01	255	179	179
Nik-Zainal560:PD23550a	BRCA_nonTNBC	3.457582e+00	0	255	179	179
Nik-Zainal560:PD23554a	BRCA_TNBC	3.838960e+00	6.289308e-01	255	77	179
Nik-Zainal560:PD23558a	BRCA_nonTNBC	4.005890e+00	1.773050e-01	255	179	179
Nik-Zainal560:PD23559a	BRCA_TNBC	3.731145e+00	0	255	77	179
Nik-Zainal560:PD23560a	BRCA_nonTNBC	3.478376e+00	2.865330e-01	255	179	179
Nik-Zainal560:PD23561a	BRCA_nonTNBC	4.763655e+00	5.288207e-01	255	179	179
Nik-Zainal560:PD23562a	BRCA_TNBC	3.866307e+00	2.100840e-01	255	77	179
Nik-Zainal560:PD23563a	BRCA_TNBC	3.915174e+00	2.577320e-01	255	77	179
Nik-Zainal560:PD23564a	BRCA_TNBC	4.921424e+00	2.111932e-01	255	77	179
Nik-Zainal560:PD23565a	BRCA_TNBC	3.947141e+00	5.326232e-01	255	77	179
Nik-Zainal560:PD23566a	BRCA_TNBC	3.824119e+00	0	255	77	179
Nik-Zainal560:PD23567a	BRCA_TNBC	3.857385e+00	5.952381e-01	255	77	179
Nik-Zainal560:PD23569a	BRCA_TNBC	3.024129e+00	0	255	77	179
Nik-Zainal560:PD23570a	BRCA_nonTNBC	3.351777e+00	3.472222e-01	255	179	179
Nik-Zainal560:PD23574a	BRCA_TNBC	4.117156e+00	0	255	77	179
Nik-Zainal560:PD23577a	BRCA_TNBC	3.599017e+00	3.125000e-01	255	77	179
Nik-Zainal560:PD23578a	BRCA_TNBC	3.835226e+00	0	255	77	179
Nik-Zainal560:PD23579a	BRCA_TNBC	4.941082e+00	1.343265e-01	255	77	179
Nik-Zainal560:PD24182a	BRCA_TNBC	3.979510e+00	2.136752e-01	255	77	179
Nik-Zainal560:PD24186a	BRCA_TNBC	3.874485e+00	0	255	77	179
Nik-Zainal560:PD24189a	BRCA_TNBC	4.471180e+00	1.718951e-01	255	77	179
Nik-Zainal560:PD24190a	BRCA_TNBC	3.991698e+00	1.964637e-01	255	77	179
Nik-Zainal560:PD24191a	BRCA_TNBC	3.786932e+00	0	255	77	179
Nik-Zainal560:PD24192a	BRCA_TNBC	4.251141e+00	4.807692e-01	255	77	179
Nik-Zainal560:PD24193a	BRCA_nonTNBC	4.050749e+00	2.635046e-01	255	179	179
Nik-Zainal560:PD24194a	BRCA_nonTNBC	4.136650e+00	6.896552e-01	255	179	179
Nik-Zainal560:PD24195a	BRCA_TNBC	3.350795e+00	3.095975e-01	255	77	179
Nik-Zainal560:PD24196a	BRCA_TNBC	3.418700e+00	0	255	77	179
Nik-Zainal560:PD24197a	BRCA_TNBC	4.305730e+00	0	255	77	179
Nik-Zainal560:PD24199a	BRCA_nonTNBC	3.455881e+00	0	255	179	179
Nik-Zainal560:PD24200a	BRCA_TNBC	2.989784e+00	0	255	77	179
Nik-Zainal560:PD24201a	BRCA_TNBC	4.311338e+00	1.876173e-01	255	77	179
Nik-Zainal560:PD24202a	BRCA_TNBC	3.891058e+00	0	255	77	179
Nik-Zainal560:PD24204a	BRCA_TNBC	3.446744e+00	1.474926e-01	255	77	179
Nik-Zainal560:PD24205a	BRCA_TNBC	3.950887e+00	0	255	77	179
Nik-Zainal560:PD24206a	BRCA_nonTNBC	3.557803e+00	0	255	179	179
Nik-Zainal560:PD24207a	BRCA_nonTNBC	3.676470e+00	1.805054e-01	255	179	179
Nik-Zainal560:PD24208a	BRCA_TNBC	4.408681e+00	7.751938e-01	255	77	179
Nik-Zainal560:PD24209a	BRCA_nonTNBC	4.007364e+00	6.756757e-01	255	179	179
Nik-Zainal560:PD24212a	BRCA_nonTNBC	4.002482e+00	0	255	179	179
Nik-Zainal560:PD24214a	BRCA_nonTNBC	3.488789e+00	0	255	179	179
Nik-Zainal560:PD24215a	BRCA_TNBC	3.790955e+00	5.865103e-01	255	77	179
Nik-Zainal560:PD24216a	BRCA_nonTNBC	3.970425e+00	4.338395e-01	255	179	179
Nik-Zainal560:PD24217a	BRCA_nonTNBC	4.184902e+00	1.793722e+00	255	179	179
Nik-Zainal560:PD24218a	BRCA_TNBC	3.517297e+00	0	255	77	179
Nik-Zainal560:PD24219a	BRCA_TNBC	3.521323e+00	0	255	77	179
Nik-Zainal560:PD24220a	BRCA_nonTNBC	3.557938e+00	5.208333e-01	255	179	179
Nik-Zainal560:PD24221a	BRCA_TNBC	3.360970e+00	0	255	77	179
Nik-Zainal560:PD24223a	BRCA_nonTNBC	3.535385e+00	0	255	179	179
Nik-Zainal560:PD24224a	BRCA_nonTNBC	3.345269e+00	0	255	179	179
Nik-Zainal560:PD24225a	BRCA_nonTNBC	3.260940e+00	0	255	179	179
Nik-Zainal560:PD24302a	BRCA_nonTNBC	3.103995e+00	0	255	179	179
Nik-Zainal560:PD24303a	BRCA_TNBC	3.653412e+00	0	255	77	179
Nik-Zainal560:PD24304a	BRCA_TNBC	3.836056e+00	0	255	77	179
Nik-Zainal560:PD24306a	BRCA_TNBC	3.523512e+00	0	255	77	179
Nik-Zainal560:PD24307a	BRCA_nonTNBC	3.203240e+00	0	255	179	179
Nik-Zainal560:PD24308a	BRCA_TNBC	3.677070e+00	2.155172e-01	255	77	179
Nik-Zainal560:PD24314a	BRCA_TNBC	3.587972e+00	0	255	77	179
Nik-Zainal560:PD24318a	BRCA_TNBC	3.406341e+00	0	255	77	179
Nik-Zainal560:PD24320a	BRCA_nonTNBC	4.195832e+00	4.329004e-01	255	179	179
Nik-Zainal560:PD24322a	BRCA_nonTNBC	3.687532e+00	4.089980e-01	255	179	179
Nik-Zainal560:PD24325a	BRCA_TNBC	4.016577e+00	4.103967e-01	255	77	179
Nik-Zainal560:PD24326a	BRCA_TNBC	4.373326e+00	8.080808e-01	255	77	179
Nik-Zainal560:PD24327a	BRCA_nonTNBC	4.209175e+00	7.782101e-01	255	179	179
Nik-Zainal560:PD24329a	BRCA_nonTNBC	3.325078e+00	0	255	179	179
Nik-Zainal560:PD24332a	BRCA_TNBC	3.283966e+00	0	255	77	179
Nik-Zainal560:PD24333a	BRCA_TNBC	4.359586e+00	2.873563e-01	255	77	179
Nik-Zainal560:PD24335a	BRCA_nonTNBC	3.596649e+00	1.385042e-01	255	179	179
Nik-Zainal560:PD24336a	BRCA_TNBC	3.523885e+00	0	255	77	179
Nik-Zainal560:PD24337a	BRCA_TNBC	3.756583e+00	0	255	77	179
Nik-Zainal560:PD3890a	BRCA_TNBC	3.747121e+00	3.289474e-01	255	77	179
Nik-Zainal560:PD4076a	BRCA_nonTNBC	3.320935e+00	2.433090e-01	255	179	179
Nik-Zainal560:PD4107a	BRCA_TNBC	3.994615e+00	2.136752e-01	255	77	179
Nik-Zainal560:PD4225a	BRCA_nonTNBC	3.291715e+00	1.988072e-01	255	179	179
Nik-Zainal560:PD4252a	BRCA_TNBC	3.576933e+00	0	255	77	179
Nik-Zainal560:PD4255a	BRCA_TNBC	3.658634e+00	0	255	77	179
Nik-Zainal560:PD4261a	BRCA_nonTNBC	3.254924e+00	3.125000e-01	255	179	179
Nik-Zainal560:PD4264a	BRCA_nonTNBC	3.326403e+00	1.926782e-01	255	179	179
Nik-Zainal560:PD4266a	BRCA_nonTNBC	3.378404e+00	7.299270e-01	255	179	179
Nik-Zainal560:PD4267a	BRCA_nonTNBC	3.326690e+00	0	255	179	179
Nik-Zainal560:PD4315a	BRCA_nonTNBC	3.530234e+00	5.012531e-01	255	179	179
Nik-Zainal560:PD4606a	BRCA_nonTNBC	3.053580e+00	3.921569e-01	255	179	179
Nik-Zainal560:PD4826a	BRCA_nonTNBC	3.582127e+00	2.314815e-01	255	179	179
Nik-Zainal560:PD4833a	BRCA_TNBC	3.806429e+00	8.522727e-01	255	77	179
Nik-Zainal560:PD4836a	BRCA_TNBC	3.634046e+00	2.242152e-01	255	77	179
Nik-Zainal560:PD4841a	BRCA_nonTNBC	3.846505e+00	5.870841e-01	255	179	179
Nik-Zainal560:PD4844a	BRCA_TNBC	4.107630e+00	0	255	77	179
Nik-Zainal560:PD4845a	BRCA_TNBC	3.758686e+00	4.405286e-01	255	77	179
Nik-Zainal560:PD4847a	BRCA_TNBC	4.043140e+00	2.490660e-01	255	77	179
Nik-Zainal560:PD4872a	BRCA_nonTNBC	3.682408e+00	0	255	179	179
Nik-Zainal560:PD4874a	BRCA_TNBC	3.987284e+00	2.500000e-01	255	77	179
Nik-Zainal560:PD4875a	BRCA_TNBC	3.832995e+00	1.960784e-01	255	77	179
Nik-Zainal560:PD4876a	BRCA_nonTNBC	3.691113e+00	0	255	179	179
Nik-Zainal560:PD4951a	BRCA_nonTNBC	3.444312e+00	0	255	179	179
Nik-Zainal560:PD4952a	BRCA_nonTNBC	4.080471e+00	5.221932e-01	255	179	179
Nik-Zainal560:PD4953a	BRCA_nonTNBC	3.841861e+00	2.564103e-01	255	179	179
Nik-Zainal560:PD4955a	BRCA_nonTNBC	3.783367e+00	5.194805e-01	255	179	179
Nik-Zainal560:PD4956a	BRCA_TNBC	4.063879e+00	0	255	77	179
Nik-Zainal560:PD4965a	BRCA_nonTNBC	3.432681e+00	4.210526e-01	255	179	179
Nik-Zainal560:PD4967a	BRCA_nonTNBC	3.509180e+00	2.906977e-01	255	179	179
Nik-Zainal560:PD4969a	BRCA_nonTNBC	3.014710e+00	0	255	179	179
Nik-Zainal560:PD4977a	BRCA_TNBC	4.625932e+00	1.802885e+00	255	77	179
Nik-Zainal560:PD4978a	BRCA_nonTNBC	3.572709e+00	0	255	179	179
Nik-Zainal560:PD4980a	BRCA_TNBC	3.579561e+00	2.109705e-01	255	77	179
Nik-Zainal560:PD4981a	BRCA_nonTNBC	3.221613e+00	2.590674e-01	255	179	179
Nik-Zainal560:PD4982a	BRCA_nonTNBC	3.169105e+00	2.808989e-01	255	179	179
Nik-Zainal560:PD5925a	BRCA_TNBC	3.943627e+00	2.739726e-01	255	77	179
Nik-Zainal560:PD5930a	BRCA_TNBC	3.596412e+00	0	255	77	179
Nik-Zainal560:PD5932a	BRCA_TNBC	4.002700e+00	0	255	77	179
Nik-Zainal560:PD5934a	BRCA_TNBC	4.063766e+00	0	255	77	179
Nik-Zainal560:PD5935a	BRCA_TNBC	3.985599e+00	3.552398e-01	255	77	179
Nik-Zainal560:PD5937a	BRCA_nonTNBC	4.881380e+00	1.055195e+00	255	179	179
Nik-Zainal560:PD5942a	BRCA_TNBC	3.777644e+00	0	255	77	179
Nik-Zainal560:PD5944a	BRCA_TNBC	3.416969e+00	0	255	77	179
Nik-Zainal560:PD5945a	BRCA_TNBC	3.946238e+00	2.487562e-01	255	77	179
Nik-Zainal560:PD5946a	BRCA_nonTNBC	3.592660e+00	0	255	179	179
Nik-Zainal560:PD5948a	BRCA_TNBC	4.181115e+00	1.503759e-01	255	77	179
Nik-Zainal560:PD5950a	BRCA_TNBC	3.340855e+00	0	255	77	179
Nik-Zainal560:PD5951a	BRCA_nonTNBC	3.504593e+00	1.428571e-01	255	179	179
Nik-Zainal560:PD5953a	BRCA_nonTNBC	3.330163e+00	0	255	179	179
Nik-Zainal560:PD5956a	BRCA_nonTNBC	3.611443e+00	0	255	179	179
Nik-Zainal560:PD5959a	BRCA_nonTNBC	3.399112e+00	5.181347e-01	255	179	179
Nik-Zainal560:PD5960a	BRCA_nonTNBC	3.607206e+00	0	255	179	179
Nik-Zainal560:PD5961a	BRCA_nonTNBC	3.364782e+00	0	255	179	179
Nik-Zainal560:PD5964a	BRCA_nonTNBC	3.202063e+00	3.802281e-01	255	179	179
Nik-Zainal560:PD6016a2	BRCA_nonTNBC	3.281912e+00	0	255	179	179
Nik-Zainal560:PD6046a	BRCA_TNBC	3.474065e+00	8.146640e-01	255	77	179
Nik-Zainal560:PD6047a	BRCA_TNBC	3.975171e+00	2.737226e-01	255	77	179
Nik-Zainal560:PD6048a	BRCA_nonTNBC	3.492038e+00	0	255	179	179
Nik-Zainal560:PD6404a	BRCA_TNBC	3.816614e+00	2.044990e-01	255	77	179
Nik-Zainal560:PD6405a	BRCA_nonTNBC	4.548011e+00	4.360465e-01	255	179	179
Nik-Zainal560:PD6406a	BRCA_TNBC	3.701446e+00	3.215434e-01	255	77	179
Nik-Zainal560:PD6411a	BRCA_TNBC	3.824636e+00	2.967359e-01	255	77	179
Nik-Zainal560:PD6412a	BRCA_TNBC	4.401215e+00	3.173596e-01	255	77	179
Nik-Zainal560:PD6413a	BRCA_TNBC	3.661838e+00	0	255	77	179
Nik-Zainal560:PD6414a	BRCA_TNBC	3.246284e+00	0	255	77	179
Nik-Zainal560:PD6416a	BRCA_TNBC	3.522938e+00	4.784689e-01	255	77	179
Nik-Zainal560:PD6684a	BRCA_TNBC	4.136069e+00	5.357143e-01	255	77	179
Nik-Zainal560:PD6711a2	BRCA_nonTNBC	3.282606e+00	0	255	179	179
Nik-Zainal560:PD6722a	BRCA_TNBC	4.004866e+00	7.042254e-01	255	77	179
Nik-Zainal560:PD6727b	BRCA	3.824874e+00	1.222494e-01	255	128	128
Nik-Zainal560:PD6728b	BRCA	3.411643e+00	3.174603e-01	255	128	128
Nik-Zainal560:PD6729a2	BRCA_TNBC	3.687927e+00	5.281690e-01	255	77	179
Nik-Zainal560:PD6730b	BRCA	4.003963e+00	0	255	128	128
Nik-Zainal560:PD6731a2	BRCA_TNBC	3.932054e+00	2.386635e-01	255	77	179
Nik-Zainal560:PD6732b	BRCA	3.465018e+00	0	255	128	128
Nik-Zainal560:PD6733b	BRCA	3.670087e+00	1.733102e-01	255	128	128
Nik-Zainal560:PD7066a	BRCA_TNBC	3.561197e+00	0	255	77	179
Nik-Zainal560:PD7067a	BRCA_TNBC	3.776879e+00	0	255	77	179
Nik-Zainal560:PD7069a	BRCA_TNBC	3.710452e+00	2.053388e-01	255	77	179
Nik-Zainal560:PD7202a	BRCA_nonTNBC	3.711235e+00	1.180638e-01	255	179	179
Nik-Zainal560:PD7203a	BRCA_nonTNBC	3.194956e+00	0	255	179	179
Nik-Zainal560:PD7204a	BRCA_nonTNBC	3.338250e+00	4.640371e-01	255	179	179
Nik-Zainal560:PD7205a	BRCA_nonTNBC	3.895450e+00	5.263158e-01	255	179	179
Nik-Zainal560:PD7206a	BRCA_nonTNBC	3.675972e+00	3.752345e-01	255	179	179
Nik-Zainal560:PD7211a	BRCA_TNBC	3.918461e+00	0	255	77	179
Nik-Zainal560:PD7214a	BRCA_nonTNBC	3.174650e+00	0	255	179	179
Nik-Zainal560:PD7215a	BRCA_nonTNBC	3.805292e+00	2.570694e-01	255	179	179
Nik-Zainal560:PD7217a	BRCA_TNBC	3.962425e+00	5.928854e-01	255	77	179
Nik-Zainal560:PD7218a	BRCA_nonTNBC	3.169331e+00	2.873563e-01	255	179	179
Nik-Zainal560:PD7219a	BRCA_nonTNBC	4.065355e+00	8.645533e-01	255	179	179
Nik-Zainal560:PD7220a	BRCA_TNBC	3.433222e+00	0	255	77	179
Nik-Zainal560:PD7238a	BRCA_nonTNBC	3.346353e+00	0	255	179	179
Nik-Zainal560:PD7240a	BRCA_nonTNBC	3.715179e+00	2.919708e-01	255	179	179
Nik-Zainal560:PD7243a	BRCA_nonTNBC	3.831009e+00	0	255	179	179
Nik-Zainal560:PD7248a	BRCA_TNBC	4.115430e+00	3.257329e-01	255	77	179
Nik-Zainal560:PD7249a	BRCA_nonTNBC	3.661444e+00	4.761905e-01	255	179	179
Nik-Zainal560:PD7250a	BRCA_TNBC	3.897209e+00	2.252252e-01	255	77	179
Nik-Zainal560:PD7304a	BRCA_nonTNBC	3.302280e+00	3.215434e-01	255	179	179
Nik-Zainal560:PD7305a	BRCA_nonTNBC	3.677448e+00	1.285347e-01	255	179	179
Nik-Zainal560:PD7306a	BRCA_nonTNBC	3.836691e+00	1.233046e-01	255	179	179
Nik-Zainal560:PD7307a	BRCA_nonTNBC	3.925660e+00	3.021148e-01	255	179	179
Nik-Zainal560:PD7316a	BRCA_TNBC	3.752013e+00	0	255	77	179
Nik-Zainal560:PD7321a	BRCA_TNBC	3.782327e+00	0	255	77	179
Nik-Zainal560:PD7322a	BRCA_nonTNBC	3.304868e+00	2.415459e-01	255	179	179
Nik-Zainal560:PD7341a	BRCA_TNBC	3.490352e+00	2.439024e-01	255	77	179
Nik-Zainal560:PD7344a	BRCA_TNBC	2.860091e+00	0	255	77	179
Nik-Zainal560:PD7426a	BRCA_TNBC	4.267159e+00	1.818182e-01	255	77	179
Nik-Zainal560:PD7428a	BRCA_TNBC	4.202817e+00	3.205128e-01	255	77	179
Nik-Zainal560:PD8609a	BRCA_nonTNBC	3.706656e+00	1.193317e+00	255	179	179
Nik-Zainal560:PD8610a	BRCA_nonTNBC	3.707615e+00	6.802721e-01	255	179	179
Nik-Zainal560:PD8611a	BRCA_TNBC	3.834459e+00	5.540166e-01	255	77	179
Nik-Zainal560:PD8612a	BRCA_nonTNBC	3.294547e+00	5.000000e-01	255	179	179
Nik-Zainal560:PD8614a	BRCA_nonTNBC	3.158923e+00	0	255	179	179
Nik-Zainal560:PD8615a	BRCA_nonTNBC	3.630635e+00	0	255	179	179
Nik-Zainal560:PD8617a	BRCA_nonTNBC	3.279126e+00	0	255	179	179
Nik-Zainal560:PD8619a	BRCA_TNBC	3.553106e+00	0	255	77	179
Nik-Zainal560:PD8620a	BRCA_nonTNBC	3.424732e+00	0	255	179	179
Nik-Zainal560:PD8621a	BRCA_TNBC	3.906566e+00	0	255	77	179
Nik-Zainal560:PD8652a2	BRCA_TNBC	4.200261e+00	0	255	77	179
Nik-Zainal560:PD8660a2	BRCA_TNBC	4.417146e+00	2.888087e-01	255	77	179
Nik-Zainal560:PD8828a	BRCA_nonTNBC	3.314536e+00	2.923977e-01	255	179	179
Nik-Zainal560:PD8830a	BRCA_TNBC	3.916370e+00	2.604167e-01	255	77	179
Nik-Zainal560:PD8832a	BRCA_TNBC	4.421798e+00	3.000000e-01	255	77	179
Nik-Zainal560:PD8964a	BRCA_TNBC	4.047424e+00	0	255	77	179
Nik-Zainal560:PD8965a	BRCA_TNBC	3.648740e+00	5.063291e-01	255	77	179
Nik-Zainal560:PD8969a	BRCA_TNBC	3.833961e+00	0	255	77	179
Nik-Zainal560:PD8973a	BRCA_nonTNBC	3.771590e+00	6.224066e-01	255	179	179
Nik-Zainal560:PD8977a	BRCA_nonTNBC	3.607288e+00	2.120891e-01	255	179	179
Nik-Zainal560:PD8978a	BRCA_nonTNBC	3.824266e+00	0	255	179	179
Nik-Zainal560:PD8979a	BRCA_nonTNBC	3.606356e+00	0	255	179	179
Nik-Zainal560:PD8980a	BRCA_nonTNBC	4.189239e+00	2.728513e-01	255	179	179
Nik-Zainal560:PD8981a	BRCA_nonTNBC	3.243097e+00	0	255	179	179
Nik-Zainal560:PD8982a	BRCA_TNBC	4.333635e+00	4.956629e-01	255	77	179
Nik-Zainal560:PD8984a	BRCA_TNBC	3.961654e+00	1.805054e-01	255	77	179
Nik-Zainal560:PD8995a	BRCA_nonTNBC	3.880170e+00	2.116402e-01	255	179	179
Nik-Zainal560:PD8996a	BRCA_nonTNBC	3.509475e+00	0	255	179	179
Nik-Zainal560:PD8997a	BRCA_nonTNBC	3.452247e+00	4.140787e-01	255	179	179
Nik-Zainal560:PD8998a	BRCA_nonTNBC	3.678644e+00	0	255	179	179
Nik-Zainal560:PD8999a	BRCA_nonTNBC	3.130280e+00	0	255	179	179
Nik-Zainal560:PD9000a	BRCA_nonTNBC	3.978292e+00	0	255	179	179
Nik-Zainal560:PD9001a	BRCA_nonTNBC	3.432624e+00	2.325581e-01	255	179	179
Nik-Zainal560:PD9002a	BRCA_nonTNBC	3.928299e+00	0	255	179	179
Nik-Zainal560:PD9004a	BRCA_TNBC	4.026413e+00	2.183406e-01	255	77	179
Nik-Zainal560:PD9009a	BRCA_nonTNBC	4.182212e+00	5.016722e-01	255	179	179
Nik-Zainal560:PD9063a	BRCA_nonTNBC	4.699380e+00	3.328710e+00	255	179	179
Nik-Zainal560:PD9064a	BRCA_TNBC	4.091797e+00	0	255	77	179
Nik-Zainal560:PD9065a	BRCA_nonTNBC	3.344941e+00	0	255	179	179
Nik-Zainal560:PD9067a	BRCA_nonTNBC	3.192246e+00	3.412969e-01	255	179	179
Nik-Zainal560:PD9193a	BRCA_nonTNBC	3.226448e+00	0	255	179	179
Nik-Zainal560:PD9464a	BRCA_nonTNBC	3.720488e+00	4.048583e-01	255	179	179
Nik-Zainal560:PD9467a	BRCA_nonTNBC	3.391924e+00	0	255	179	179
Nik-Zainal560:PD9539a	BRCA_nonTNBC	3.554197e+00	1.095290e-01	255	179	179
Nik-Zainal560:PD9541a	BRCA_nonTNBC	3.432720e+00	4.566210e-01	255	179	179
Nik-Zainal560:PD9544a	BRCA_nonTNBC	3.143463e+00	0	255	179	179
Nik-Zainal560:PD9567a	BRCA_nonTNBC	3.545820e+00	0	255	179	179
Nik-Zainal560:PD9568a	BRCA_TNBC	4.482832e+00	8.417508e-02	255	77	179
Nik-Zainal560:PD9569a	BRCA_nonTNBC	3.331206e+00	2.538071e-01	255	179	179
Nik-Zainal560:PD9570a	BRCA_nonTNBC	3.148615e+00	6.535948e-01	255	179	179
Nik-Zainal560:PD9571a	BRCA_TNBC	3.672285e+00	0	255	77	179
Nik-Zainal560:PD9572a	BRCA_nonTNBC	3.611204e+00	5.012531e-01	255	179	179
Nik-Zainal560:PD9573a	BRCA_nonTNBC	3.209134e+00	0	255	179	179
Nik-Zainal560:PD9574a	BRCA_nonTNBC	3.213862e+00	2.762431e-01	255	179	179
Nik-Zainal560:PD9575a	BRCA_TNBC	3.813102e+00	0	255	77	179
Nik-Zainal560:PD9576a	BRCA_nonTNBC	4.251402e+00	0	255	179	179
Nik-Zainal560:PD9577a	BRCA_nonTNBC	3.211131e+00	0	255	179	179
Nik-Zainal560:PD9578a	BRCA_nonTNBC	3.037477e+00	0	255	179	179
Nik-Zainal560:PD9579a	BRCA_TNBC	3.213875e+00	3.436426e-01	255	77	179
Nik-Zainal560:PD9581a	BRCA_nonTNBC	3.209090e+00	0	255	179	179
Nik-Zainal560:PD9582a	BRCA_nonTNBC	3.438125e+00	1.841621e-01	255	179	179
Nik-Zainal560:PD9584a	BRCA_TNBC	3.440226e+00	0	255	77	179
Nik-Zainal560:PD9585a	BRCA_TNBC	4.012278e+00	3.333333e-01	255	77	179
Nik-Zainal560:PD9589a	BRCA_nonTNBC	3.150899e+00	0	255	179	179
Nik-Zainal560:PD9591a	BRCA_nonTNBC	3.113594e+00	0	255	179	179
Nik-Zainal560:PD9592a	BRCA_nonTNBC	3.929357e+00	0	255	179	179
Nik-Zainal560:PD9593a	BRCA_nonTNBC	3.209469e+00	0	255	179	179
Nik-Zainal560:PD9595a	BRCA_TNBC	3.987868e+00	1.550388e-01	255	77	179
Nik-Zainal560:PD9597a	BRCA_nonTNBC	3.464436e+00	3.496503e-01	255	179	179
Nik-Zainal560:PD9599a	BRCA_nonTNBC	3.518144e+00	0	255	179	179
